/n/home07/gthomas/projects/grampa
# ASTRAL PRO FULL

grampa.py -s /n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/19spec/astral-pro-tree//chelicerate-19spec-astral-pro.rooted.tre -g /n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/19spec/astral-pro-tree//loci-rearrange-70.rooted.treefile -o /n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa//19spec/astral-pro-bs70-full/ -c 15 -f astral-pro-bs70-full -p 30
# The MUL-tree with the minimum parsimony score is MT-53:	((((((((((NCLAV+,TANTI+)<1>,ABRUE+)<2>,(PTEPI+,LHESP+)<3>)<4>,SMIMO+)<5>,LRECL+)<6>,CSCUL+)<7>,((MOCCI,VDEST)<8>,(ISCAP,HLONG)<9>)<10>)<11>,(TURTI,SSCAB)<12>)<13>,((LPOLY,(CROTU,TGIGA)<14>)<15>,((((((NCLAV*,TANTI*)<16>,ABRUE*)<17>,(PTEPI*,LHESP*)<18>)<19>,SMIMO*)<20>,LRECL*)<21>,CSCUL*)<22>)<23>)<24>,(DMELA,BMORI)<25>)<26>
# Score = 90850
# ----------------------------------------
# ===============================================================================================================================================================================
#
# 03.14.2025  01:57:03  Collapsing gene tree groupings                    MUL-tree # 0 / 56
# 03.14.2025  01:57:08  Collapsing gene tree groupings                    MUL-tree # 30 / 56
# 03.14.2025  01:57:25  Reconciliation                                    MUL-tree # 1 / 56
# 03.14.2025  01:57:08  Collapsing gene tree groupings                    MUL-tree # 29 / 56
# 03.14.2025  01:57:26  Reconciliation                                    MUL-tree # 3 / 56
# 03.14.2025  01:57:03  Collapsing gene tree groupings                    MUL-tree # 1 / 56
# 03.14.2025  01:57:10  Collapsing gene tree groupings                    MUL-tree # 31 / 56
# 03.14.2025  01:57:26  Reconciliation                                    MUL-tree # 5 / 56
# 03.14.2025  02:05:12  Reconciliation                                    MUL-tree # 52 / 56
# 03.14.2025  01:57:05  Collapsing gene tree groupings                    MUL-tree # 13 / 56
# 03.14.2025  01:57:12  Collapsing gene tree groupings                    MUL-tree # 42 / 56
# 03.14.2025  01:57:28  Reconciliation                                    MUL-tree # 17 / 56
# 03.14.2025  01:57:05  Collapsing gene tree groupings                    MUL-tree # 9 / 56
# 03.14.2025  01:57:11  Collapsing gene tree groupings                    MUL-tree # 39 / 56
# 03.14.2025  01:57:27  Reconciliation                                    MUL-tree # 11 / 56
# 03.14.2025  02:05:12  Reconciliation                                    MUL-tree # 53 / 56
# 03.14.2025  01:57:04  Collapsing gene tree groupings                    MUL-tree # 3 / 56
# 03.14.2025  01:57:10  Collapsing gene tree groupings                    MUL-tree # 33 / 56
# 03.14.2025  01:57:26  Reconciliation                                    MUL-tree # 6 / 56
# 03.14.2025  02:05:09  Reconciliation                                    MUL-tree # 50 / 56
# 03.14.2025  01:57:07  Collapsing gene tree groupings                    MUL-tree # 25 / 56
# 03.14.2025  01:57:14  Collapsing gene tree groupings                    MUL-tree # 55 / 56
# 03.14.2025  01:57:29  Reconciliation                                    MUL-tree # 21 / 56
# 03.14.2025  02:04:58  Reconciliation                                    MUL-tree # 39 / 56
# 03.14.2025  01:57:06  Collapsing gene tree groupings                    MUL-tree # 20 / 56
# 03.14.2025  01:57:13  Collapsing gene tree groupings                    MUL-tree # 50 / 56
# 03.14.2025  01:57:28  Reconciliation                                    MUL-tree # 19 / 56
# 03.14.2025  01:57:07  Collapsing gene tree groupings                    MUL-tree # 23 / 56
# 03.14.2025  01:57:14  Collapsing gene tree groupings                    MUL-tree # 52 / 56
# 03.14.2025  01:57:29  Reconciliation                                    MUL-tree # 26 / 56
# 03.14.2025  02:05:05  Reconciliation                                    MUL-tree # 44 / 56
# 03.14.2025  01:57:04  Collapsing gene tree groupings                    MUL-tree # 6 / 56
# 03.14.2025  01:57:11  Collapsing gene tree groupings                    MUL-tree # 35 / 56
# 03.14.2025  01:57:27  Reconciliation                                    MUL-tree # 10 / 56
# 03.14.2025  02:05:09  Reconciliation                                    MUL-tree # 51 / 56
# 03.14.2025  01:57:06  Collapsing gene tree groupings                    MUL-tree # 16 / 56
# 03.14.2025  01:57:13  Collapsing gene tree groupings                    MUL-tree # 46 / 56
# 03.14.2025  01:57:28  Reconciliation                                    MUL-tree # 20 / 56
# 03.14.2025  02:04:58  Reconciliation                                    MUL-tree # 40 / 56
# 03.14.2025  01:57:05  Collapsing gene tree groupings                    MUL-tree # 12 / 56
# 03.14.2025  01:57:12  Collapsing gene tree groupings                    MUL-tree # 43 / 56
# 03.14.2025  01:57:27  Reconciliation                                    MUL-tree # 12 / 56
# 03.14.2025  02:05:07  Reconciliation                                    MUL-tree # 48 / 56
# 03.14.2025  01:57:03  Collapsing gene tree groupings                    MUL-tree # 2 / 56
# 03.14.2025  01:57:10  Collapsing gene tree groupings                    MUL-tree # 32 / 56
# 03.14.2025  01:57:26  Reconciliation                                    MUL-tree # 4 / 56
# 03.14.2025  02:05:12  Reconciliation                                    MUL-tree # 54 / 56
# 03.14.2025  01:57:07  Collapsing gene tree groupings                    MUL-tree # 26 / 56
# 03.14.2025  01:57:14  Collapsing gene tree groupings                    MUL-tree # 56 / 56
# 03.14.2025  01:57:30  Reconciliation                                    MUL-tree # 28 / 56
# 03.14.2025  02:05:05  Reconciliation                                    MUL-tree # 43 / 56
# 03.14.2025  01:57:06  Collapsing gene tree groupings                    MUL-tree # 18 / 56
# 03.14.2025  01:57:13  Collapsing gene tree groupings                    MUL-tree # 48 / 56
# 03.14.2025  01:57:29  Reconciliation                                    MUL-tree # 22 / 56
# 03.14.2025  02:04:53  Reconciliation                                    MUL-tree # 38 / 56
# 03.14.2025  01:57:05  Collapsing gene tree groupings                    MUL-tree # 10 / 56
# 03.14.2025  01:57:12  Collapsing gene tree groupings                    MUL-tree # 40 / 56
# 03.14.2025  01:57:26  Reconciliation                                    MUL-tree # 9 / 56
# 03.14.2025  02:05:08  Reconciliation                                    MUL-tree # 49 / 56
# 03.14.2025  01:57:06  Collapsing gene tree groupings                    MUL-tree # 15 / 56
# 03.14.2025  01:57:12  Collapsing gene tree groupings                    MUL-tree # 44 / 56
# 03.14.2025  01:57:27  Reconciliation                                    MUL-tree # 14 / 56
# 03.14.2025  02:05:03  Reconciliation                                    MUL-tree # 41 / 56
# 03.14.2025  01:57:04  Collapsing gene tree groupings                    MUL-tree # 8 / 56
# 03.14.2025  01:57:11  Collapsing gene tree groupings                    MUL-tree # 38 / 56
# 03.14.2025  01:57:26  Reconciliation                                    MUL-tree # 7 / 56
# 03.14.2025  02:05:04  Reconciliation                                    MUL-tree # 42 / 56
# 03.14.2025  01:57:05  Collapsing gene tree groupings                    MUL-tree # 14 / 56
# 03.14.2025  01:57:12  Collapsing gene tree groupings                    MUL-tree # 45 / 56
# 03.14.2025  01:57:28  Reconciliation                                    MUL-tree # 18 / 56
# 03.14.2025  02:05:14  Reconciliation                                    MUL-tree # 56 / 56
# 03.14.2025  01:57:07  Collapsing gene tree groupings                    MUL-tree # 22 / 56
# 03.14.2025  01:57:14  Collapsing gene tree groupings                    MUL-tree # 54 / 56
# 03.14.2025  01:57:30  Reconciliation                                    MUL-tree # 29 / 56
# 03.14.2025  02:04:08  Reconciliation                                    MUL-tree # 32 / 56
# 03.14.2025  01:57:08  Collapsing gene tree groupings                    MUL-tree # 27 / 56
# 03.14.2025  01:57:25  Reconciliation                                    MUL-tree # 2 / 56
# 03.14.2025  02:05:14  Reconciliation                                    MUL-tree # 55 / 56
# 03.14.2025  01:57:05  Collapsing gene tree groupings                    MUL-tree # 11 / 56
# 03.14.2025  01:57:12  Collapsing gene tree groupings                    MUL-tree # 41 / 56
# 03.14.2025  01:57:27  Reconciliation                                    MUL-tree # 15 / 56
# 03.14.2025  02:04:10  Reconciliation                                    MUL-tree # 35 / 56
# 03.14.2025  01:57:04  Collapsing gene tree groupings                    MUL-tree # 4 / 56
# 03.14.2025  01:57:11  Collapsing gene tree groupings                    MUL-tree # 34 / 56
# 03.14.2025  01:57:26  Reconciliation                                    MUL-tree # 8 / 56
# 03.14.2025  02:04:26  Reconciliation                                    MUL-tree # 36 / 56
